*type	project_id	*submitter_id	core_metadata_collections.submitter_id	cr_series.submitter_id	ct_series.submitter_id	dx_series.submitter_id	*data_category	*data_format	*data_type	*file_name	*file_size	*md5sum	associated_ids	case_ids	object_id	segmentation_name	segmentation_notes	segmentation_type	storage_urls	verification_flag
segmentation_file																				
