*type	project_id	*submitter_id	core_metadata_collections.submitter_id	cr_series.submitter_id	*data_category	*data_format	*data_type	*file_name	*file_size	*md5sum	associated_ids	case_ids	file_description	object_id	storage_urls
cr_instance															
